node_index,r_m,z_m,pressure_re_pa,pressure_im_pa,pressure_abs_pa,pressure_phase_rad,grad_p_abs_pa_per_m,velocity_abs_m_s,gorkov_potential_j,gorkov_force_r_n,gorkov_force_z_n,gorkov_force_abs_n,candidate_marker,candidate_score
499,0.021775994732104662,0.056917059895563671,-0,1757.7896685689946,1757.7896685689946,1.5707963267948966,3169219.2754425644,0.0050540772888657236,1.7618591907399742e-17,1.2093389892304214e-15,-3.4247335282269116e-16,1.2568964906731473e-15,0,0
500,0.01389415331128149,0.028063313290276889,0,-10004.047285633313,10004.047285633313,-1.5707963267948966,13157301.575012846,0.020982460755652053,3.0851407879404286e-16,4.7563516919608421e-14,-3.0086971743577339e-14,5.6280671730716738e-14,0,0
501,0.0026143957754555911,0.030325930661158469,0,-80007.689089372419,80007.689089372419,-1.5707963267948966,22693210.213826127,0.036189745292123404,1.5493189899739667e-15,1.284996943843891e-14,1.8170113992456583e-13,1.8215495042533284e-13,0,0
502,0.0095188929002996032,0.031217782633213481,0,43287.386919806733,43287.386919806733,1.5707963267948966,3347517.0659460444,0.0053384157127233595,2.1318816483162859e-16,-1.7139653463738673e-14,-2.0583150835510226e-14,2.6784955090020488e-14,0,0
503,0.0066464143955710722,0.031456583649002737,0,21214.765721204487,21214.765721204487,1.5707963267948966,18238509.607868783,0.029085660909031492,6.1948728851449024e-16,2.6569454744648669e-13,6.8490696069539081e-14,2.7438033455567356e-13,0,0
504,0.011480876783226001,0.01618734971352417,0,13916.628875281136,13916.628875281136,1.5707963267948966,14898160.731684886,0.023758676587427037,4.0231737248301472e-16,-6.8397974696604963e-14,-2.5699043065778544e-14,7.3066570722144563e-14,0,0
505,0.012206199187144971,0.01584981379086247,0,2414.6590793675728,2414.6590793675728,1.5707963267948966,15806898.605042841,0.025207876231913368,4.3093832046806955e-16,-2.7378491583244019e-14,-1.981307698344395e-14,3.3795559189420728e-14,0,0
506,0.01417114296521569,0.017228072382807769,0,-25536.514615232481,25536.514615232481,-1.5707963267948966,12343058.409290317,0.019683955498101615,3.2987338848224784e-16,9.429604328508008e-14,2.4382195089569121e-14,9.7397306002822821e-14,0,0
507,0.013445595024125991,0.017565165898849159,0,-14914.489280838348,14914.489280838348,-1.5707963267948966,14538832.62493992,0.023185642074598247,3.8707635494069939e-16,7.6372142491130499e-14,2.331097306804473e-14,7.9850520437030636e-14,0,0
508,0.012532669564832391,0.027917343935284292,0,8667.7821637743236,8667.7821637743236,1.5707963267948966,13442942.346274853,0.021437983207505059,3.1901873514691744e-16,-2.8003612655190139e-14,-2.80078031985447e-14,3.9606052084881369e-14,0,0
509,0.001851842000461928,0.03037912220495086,0,-93427.053944252388,93427.053944252388,-1.5707963267948966,19165434.791115541,0.030563864564242742,1.5358100727548052e-15,-2.3515703425330151e-14,2.0031878538801284e-13,2.0169433330393005e-13,0,0
510,0.010125318481168519,0.031697422566452617,0,42037.072496723558,42037.072496723558,1.5707963267948966,6395695.1663380377,0.010199463930176761,2.5330058456122446e-16,-6.0478617451764511e-14,-1.7704973894623506e-14,6.3016896698315561e-14,0,0
511,0.0068187541844783352,0.030678446801997161,0,19801.651914394282,19801.651914394282,1.5707963267948966,18125247.078782592,0.028905036746995853,6.0639625816445127e-16,2.9052610651293802e-13,4.5624903113587002e-14,2.9408680750705431e-13,0,0
512,0.01402388052081934,0.018821705334084698,0,-18490.101132296113,18490.101132296113,-1.5707963267948966,12247235.110740025,0.019531142355539995,2.9371454884081896e-16,9.8517876890954536e-14,3.5850846281609073e-14,1.0483823370416366e-13,0,0
513,0.0108184408543578,0.015710202744774429,0,22888.616340480567,22888.616340480567,1.5707963267948966,12567970.713514401,0.020042631900701324,3.2625533835059361e-16,-9.5231243455959873e-14,-3.9153665861311922e-14,1.0296601031674269e-13,0,0
514,0.01179612247673696,0.028229032974303962,0,18553.461331202197,18553.461331202197,1.5707963267948966,12162952.433748811,0.019396733491209642,2.9041398854984739e-16,-7.1453568795767025e-14,-3.0728970128799164e-14,7.7780988029389559e-14,0,0
515,0.02355272522971498,0.072638219219111733,0,-9519.9462069243473,9519.9462069243473,-1.5707963267948966,1750479.5985616988,0.0027915579247756615,1.4655213096953437e-17,2.8364606801345694e-16,1.4378773135977799e-15,1.465587343305974e-15,0,0
516,0.028002618938735398,0.076688673437158184,-0,-12802.449239406831,12802.449239406831,-1.5707963267948966,867792.65251258854,0.0013839027076774145,1.8256573564682531e-17,6.802481723767812e-16,-3.6035898933100133e-17,6.8120199796673216e-16,0,0
517,0.0060570089062947537,0.030915739773058538,0,6539.5606605885459,6539.5606605885459,1.5707963267948966,21749947.108943008,0.034685486917590762,8.191852313700934e-16,3.0458669447039487e-13,8.4719181622655807e-14,3.1614932260438931e-13,0,0
518,0.01025885241966772,0.030926057119368699,0,39355.540684456129,39355.540684456129,1.5707963267948966,6902631.3036388997,0.011007894712574996,2.4232765832311809e-16,-6.5572328954370893e-14,-2.7441391875051687e-14,7.1082770855815549e-14,0,0
519,0.02491937312231917,0.066785567180548955,-0,18791.78630400664,18791.78630400664,1.5707963267948966,1477014.7381973022,0.0023554528717803845,4.0297023823955737e-17,1.8389524063604482e-15,1.801879157634852e-15,2.5745901521558277e-15,0,0
520,0.0039220262766989046,0.015112788505184559,0,-22267.149396308021,22267.149396308021,-1.5707963267948966,20614637.484012738,0.032874964485251505,7.832266711156147e-16,5.7673960436814878e-14,1.1491101582505017e-13,1.2857226477904253e-13,0,0
521,0.004649496118431861,0.014779884734176249,0,-10672.580392085876,10672.580392085876,-1.5707963267948966,20682664.379911646,0.03298344962298206,7.4854649065969563e-16,1.3178757880735163e-13,9.698938252046904e-14,1.6363039524980005e-13,0,0
522,0.011874684609035411,0.027458914408661311,0,16950.24850805914,16950.24850805914,1.5707963267948966,11900107.381788084,0.018977564259879023,2.7363087286945769e-16,-6.5621718239006738e-14,-2.3190696271995982e-14,6.9598982019994792e-14,0,0
523,0.010873617799000901,0.03141402096458714,0,35399.181391866572,35399.181391866572,1.5707963267948966,9970397.1117474232,0.015900180209656906,3.0087623234295215e-16,-7.433629477419742e-14,-1.9947859727292186e-14,7.6966238237659085e-14,0,0
524,0.0062311532072341176,0.030135003195768079,0,5175.6748258219595,5175.6748258219595,1.5707963267948966,21862333.833960555,0.034864714400801709,8.2597375029194145e-16,3.358241774498047e-13,6.3617226141763131e-14,3.4179676654674509e-13,0,0
525,0.0065798969326727359,0.028572862721839402,0,4148.3710958731817,4148.3710958731817,1.5707963267948966,20898901.258162465,0.033328290986232335,7.5402730605134228e-16,3.7307035662397646e-13,1.342958216441321e-14,3.7331199373801491e-13,0,0
526,0.0071689007364910441,0.029114173745481659,0,17553.5705476332,17553.5705476332,1.5707963267948966,17153308.349631261,0.027355048238710392,5.3865095499461091e-16,3.1721859317775089e-13,8.7327397519500105e-15,3.173387726094098e-13,0,0
527,0.0064056437599935949,0.029353772358194041,0,4262.8091770665651,4262.8091770665651,1.5707963267948966,21544890.311632637,0.034358474864419043,8.0134980785270033e-16,3.6047320017572888e-13,3.5304195401360199e-14,3.621978937788961e-13,0,0
528,0.01256365434551631,0.027122539952037689,0,8083.8565169512876,8083.8565169512876,1.5707963267948966,13046222.575347478,0.020805318752942167,2.9990713563392157e-16,-2.3736218369908835e-14,-2.4553692963690299e-14,3.4151016099951875e-14,0,0
529,0.011148856417307181,0.027796579115241221,0,25185.082285296376,25185.082285296376,1.5707963267948966,9509720.1290498842,0.015165520700989841,2.2138937151574816e-16,-8.7162082386462915e-14,-2.1925210311837778e-14,8.9877380097346328e-14,0,0
530,0.011004846865853559,0.030639196320026551,0,32299.67257079708,32299.67257079708,1.5707963267948966,10439835.686505478,0.016648812170085348,2.9566622714899054e-16,-8.0358520652188481e-14,-2.3543199488593357e-14,8.3736336697803456e-14,0,0
531,0.0069944336490434904,0.029895450429753771,0,18478.433799918599,18478.433799918599,1.5707963267948966,17805189.910879582,0.028394629128320935,5.8134873169673982e-16,3.0856128658955913e-13,2.7393955070415193e-14,3.0977491240609522e-13,0,0
532,0.0054681117050112103,0.030374189389968741,0,-10470.06531056841,10470.06531056841,-1.5707963267948966,24714531.808099356,0.039413225485580065,1.0633487484358401e-15,3.1232499042202645e-13,9.61963558266154e-14,3.2680366968019154e-13,0,0
533,0.01075289539089783,0.032134945951721172,0,37849.699719762488,37849.699719762488,1.5707963267948966,9527252.7501769941,0.015193480654073379,3.0456815958043128e-16,-7.4646447393346121e-14,-1.0646707637074211e-14,7.5401886527837775e-14,0,0
534,0.01107325472165482,0.02858447099081067,0,27081.471275737404,27081.471275737404,1.5707963267948966,9534657.4485002179,0.015205289214596879,2.324633669643644e-16,-9.1842212827551247e-14,-3.0233835466139958e-14,9.6690624488907102e-14,0,0
535,0.01122102818144266,0.027006457806098949,0,23856.52561227023,23856.52561227023,1.5707963267948966,9460243.8053094894,0.015086618882459794,2.1303110732425725e-16,-8.1412662229281606e-14,-1.3916032643087381e-14,8.2593447293248195e-14,0,0
536,0.005642334238644419,0.02959333636088609,0,-11675.689746105654,11675.689746105654,-1.5707963267948966,24767671.753290962,0.039497969823785249,1.0706402341650863e-15,3.484437148668247e-13,6.7297129254489589e-14,3.5488297512854641e-13,0,0
537,0.01162061980068098,0.03112796459292921,0,26202.164575866092,26202.164575866092,1.5707963267948966,12747197.189212589,0.020328451334972925,3.5090120468746314e-16,-7.0513905776860884e-14,-1.8984945619019235e-14,7.30249208699683e-14,0,0
538,0.010495406123826731,0.027342829026895409,0,29876.215726429349,29876.215726429349,1.5707963267948966,6047293.2979537658,0.0096438539147878938,1.5534382428397011e-16,-7.0826466169370006e-14,-1.4478886764272465e-14,7.2291261380429226e-14,0,0
539,0.026714358977966861,0.08254839146023199,0,3158.8928334889783,3158.8928334889783,1.5707963267948966,2539327.2227983908,0.0040495639242102057,1.2138340655498735e-17,-1.0062095156136912e-17,-1.5635078577389856e-15,1.5635402351620132e-15,0,0
540,0.011722491699539969,0.03033419810791043,0,23158.269240900616,23158.269240900616,1.5707963267948966,12958110.790274054,0.02066480346096736,3.4469226321792503e-16,-6.8389204908487223e-14,-1.9219004908233772e-14,7.1038394531955507e-14,0,0
541,0.0048790904480219277,0.029832819886428961,0,-29179.721639784355,29179.721639784355,-1.5707963267948966,26521433.881178372,0.042294762525795677,1.2995581655339631e-15,2.8472753717520573e-13,1.0392182232918898e-13,3.0309984424621153e-13,0,0
542,0.022238003087381619,0.078495514927170759,-0,-7597.1413068960828,7597.1413068960828,-1.5707963267948966,2057192.9097222425,0.0032806855759107633,1.3261047207240649e-17,1.5018210618440971e-15,1.9870067148665478e-16,1.5149087294777132e-15,0,0
543,0.01056603245863545,0.02654687209092698,0,28951.926204186253,28951.926204186253,1.5707963267948966,6232805.5687483763,0.0099396975510721072,1.5364116970588214e-16,-7.0933191396148989e-14,-4.5071917528465362e-15,7.1076243704487031e-14,0,0
544,0.0050532920929472029,0.029051994309528019,0,-29961.475940616147,29961.475940616147,-1.5707963267948966,26591434.459728293,0.04240639517204331,1.31074559976086e-15,3.2645728646786818e-13,6.4733458634684152e-14,3.3281343205281259e-13,0,0
545,0.016513993015102531,0.080306111366423183,-0,18124.772176186649,18124.772176186649,1.5707963267948966,2646269.9132019114,0.0042201095936016536,4.605270185116811e-17,5.1437689421394237e-15,-1.0718458273692621e-15,5.2542565989649783e-15,0,0
546,0.010706870909124901,0.024953211056810198,0,28586.96639999497,28586.96639999497,1.5707963267948966,7158033.7119645877,0.011415194870516961,1.7280709302627973e-16,-6.7511246338781324e-14,1.3517875465808341e-14,6.8851298748278654e-14,0,0
547,0.011361812810597951,0.02541258650830891,0,22625.611069724131,22625.611069724131,1.5707963267948966,9769416.8860269003,0.015579669223813758,2.1735051150084293e-16,-6.6705003303086567e-14,4.0070038236505595e-15,6.6825246316848988e-14,0,0
548,0.01063665828527819,0.02574980882086356,0,28568.875538546181,28568.875538546181,1.5707963267948966,6594919.1151504256,0.01051717411289999,1.5936162968724753e-16,-6.9505374398977067e-14,4.8787103821616066e-15,6.9676386856201057e-14,0,0
549,0.0098470766911079102,0.02687525266165805,0,32149.41779145633,32149.41779145633,1.5707963267948966,1937176.2086566517,0.0030892902730232769,1.1341174093574731e-16,-2.2205180285756316e-14,-7.1174002355672722e-15,2.3317963410988406e-14,0,0
550,0.011291395617609791,0.026209527915208281,0,23044.740294940428,23044.740294940428,1.5707963267948966,9539447.2946932949,0.01521292776868784,2.1168330516070706e-16,-7.4954941158660008e-14,-4.7463181990581803e-15,7.5105064679719803e-14,0,0
551,0.004309964550252697,0.029295983328483679,0,-48025.54838317191,48025.54838317191,-1.5707963267948966,27129306.245613586,0.04326416023690613,1.5062811720743041e-15,2.3509724875122552e-13,9.4889907680723787e-14,2.5352477383887338e-13,0,0
552,0.0099121810755589956,0.026086080124035859,0,31829.375103206708,31829.375103206708,1.5707963267948966,2419166.7367310761,0.0038579393217859784,1.1490940564578938e-16,-3.0154454694631271e-14,2.4360837231615424e-15,3.025269643910808e-14,0,0
553,0.0044675279095495873,0.028511461709878741,0,-48669.626583568002,48669.626583568002,-1.5707963267948966,27249828.965517223,0.043456362507723202,1.5240133502113698e-15,2.7354462436713353e-13,5.4728697641296678e-14,2.7896575392988414e-13,0,0
554,0.032442537173225948,0.080738213115856008,-0,-7276.2400144134444,7276.2400144134444,-1.5707963267948966,331802.5823065443,0.00052913848802346676,5.6678724222496566e-18,8.043475748816248e-16,-3.5883191826842695e-16,8.8075840432331386e-16,0,0
555,0.030886267613891061,0.086538967455781421,-0,9267.0353142857293,9267.0353142857293,1.5707963267948966,2444539.2324907687,0.0038984018279857101,1.9178256109053554e-17,2.3920967702628123e-15,-1.2114337934117987e-15,2.681361369551273e-15,0,0
556,0.0052280492328801269,0.028271290367274181,0,-29400.22936214698,29400.22936214698,-1.5707963267948966,26368898.496935524,0.04205150841358455,1.2869997106427286e-15,3.5793892774336936e-13,3.1057833696739087e-14,3.592838223855999e-13,0,0
557,0.0092561907496684151,0.02562826551863186,0,32280.001112504611,32280.001112504611,1.5707963267948966,2008288.3490881315,0.0032026955702528868,1.1476553567534925e-16,3.5873537547008688e-14,4.8899475355473355e-15,3.6205279767418557e-14,0,0
558,0.0046390398580105699,0.027730053193304151,0,-47184.360538773602,47184.360538773602,-1.5707963267948966,27165268.300832748,0.043321510325602261,1.5013569563998999e-15,3.0646174376127411e-13,1.8523996174217734e-14,3.0702107227918946e-13,0,0
559,0.0099816875869739446,0.025290500741793221,0,32101.69937562913,32101.69937562913,1.5707963267948966,3133159.1829749402,0.0049965708563549692,1.235386921309297e-16,-3.5934557703084296e-14,1.1240760032261129e-14,3.7651654989112686e-14,0,0
560,0.0054018859468544823,0.027490400703368601,0,-27301.124177434736,27301.124177434736,-1.5707963267948966,25914674.640335601,0.041327139956188343,1.2337817209735423e-15,3.8034138264728018e-13,2.8566123820284935e-15,3.8035211000906246e-13,0,0
561,0.0093265967263568145,0.02483132313623022,0,33384.168100247618,33384.168100247618,1.5707963267948966,1805149.9834772516,0.0028787429147560904,1.2093358365789809e-16,2.1577999466719402e-14,1.270645774037781e-14,2.5041248557005896e-14,0,0
562,0.0048127231666980873,0.026949132573229839,0,-43751.16320270118,43751.16320270118,-1.5707963267948966,26927503.499110889,0.042942337545168408,1.4469012793083552e-15,3.3147210116255015e-13,-1.1674254171061725e-14,3.3167761766445206e-13,0,0
563,0.01005192431457419,0.024493814838382599,0,32770.412270356559,32770.412270356559,1.5707963267948966,4059699.4479351062,0.0064741606673979048,1.3950579168006393e-16,-4.1761082432222113e-14,1.8712939760055423e-14,4.5762016131004473e-14,0,0
564,0.0055759311490334688,0.026709561399242281,0,-23549.744572036914,23549.744572036914,-1.5707963267948966,25276576.632303968,0.040309540235193092,1.1577834762372654e-15,3.923890838782856e-13,-1.9252576194632117e-14,3.9286111392828176e-13,0,0
565,0.0093969551521041819,0.024034452812217531,0,34909.322689600718,34909.322689600718,1.5707963267948966,2055572.8309116994,0.0032781019731963701,1.3337633139194409e-16,7.7333187835665611e-15,1.8152005176941159e-14,1.9730674376512377e-14,0,0
566,0.0101222748151629,0.023696956524099779,0,33618.416444727591,33618.416444727591,1.5707963267948966,5066143.6887103785,0.0080791764576359226,1.6115002534777336e-16,-4.7519516457891417e-14,2.4337053092393656e-14,5.3389105607921555e-14,0,0
567,0.010777216083075599,0.024156360010719951,0,28798.218626201309,28798.218626201309,1.5707963267948966,7860176.0962571828,0.012534928650221324,1.9222318263605436e-16,-6.4581950168921275e-14,2.0547459333001174e-14,6.7771870069095534e-14,0,0
568,0.0061650214016700407,0.02725081247640377,0,-8788.9437785328828,8788.9437785328828,-1.5707963267948966,23057912.519432407,0.036771350248979623,9.2369307541345528e-16,4.0143497492287665e-13,-7.5056179325815909e-15,4.0150513495082539e-13,0,0
569,0.0049868031169142749,0.026168301662398929,0,-38437.673663678645,38437.673663678645,-1.5707963267948966,26550293.671013132,0.042340786355543135,1.3669702904145667e-15,3.4781931401016445e-13,-3.6803853845693751e-14,3.4976105966273114e-13,0,0
570,0.005922923057191342,0.025147639627200329,0,-11567.294767862997,11567.294767862997,-1.5707963267948966,23463856.144116454,0.03741872434201677,9.6207153973928718e-16,3.7879694457030706e-13,-5.0101905879351058e-14,3.8209596463263469e-13,0,0
571,0.0066831409789808206,0.024897937444612561,0,5710.2124141275553,5710.2124141275553,1.5707963267948966,19703862.449406356,0.031422516100458944,6.7205043544418821e-16,3.5011608870176074e-13,-3.2686587830373524e-14,3.5163857665479752e-13,0,0
572,0.0065133578342131196,0.02568919069180451,0,-198.71509008921214,198.71509008921214,-1.5707963267948966,20918745.251298532,0.033359936974191123,7.5367995093767701e-16,3.7528397291573014e-13,-2.6054307260775738e-14,3.7618730341979037e-13,0,0
573,0.003643186473606657,0.018306094856676999,0,-15708.558900580483,15708.558900580483,-1.5707963267948966,18568147.781763799,0.029611347730746695,6.193470665370248e-16,-1.1761722305560817e-14,-4.8518593714577956e-14,4.9923862507155933e-14,0,0
574,0.0029182678184087908,0.018643913716729368,0,-29576.084670293261,29576.084670293261,-1.5707963267948966,17362862.104120862,0.027689231764466759,6.0973820766553512e-16,-6.5124432756069663e-14,-8.1818956246257494e-14,1.0457310047534614e-13,0,0
575,0.0029882406959609998,0.017846697413075041,0,-27176.369618058852,27176.369618058852,-1.5707963267948966,17030701.183476824,0.027159521820353996,5.7597010339804088e-16,-6.352490567524788e-14,-1.4009215968577214e-14,6.5051301086937366e-14,0,0
576,0.0034601860859466149,0.026647398429050929,0,-80096.577536286932,80096.577536286932,-1.5707963267948966,25421708.023610484,0.040540986911788632,1.7768999677958277e-15,1.5322899484640053e-13,-2.1394417664429322e-14,1.5471537082280574e-13,0,0
577,0.0036343738835546489,0.025866592043853769,0,-73832.138102792509,73832.138102792509,-1.5707963267948966,25882327.90914651,0.041275555365390654,1.7178242426067729e-15,1.7563476130702658e-13,-5.6140706921845714e-14,1.8438912211153014e-13,0,0
578,0.0042235070921082434,0.026407852882824889,0,-59539.624733507444,59539.624733507444,-1.5707963267948966,26894872.770421639,0.042890300052507241,1.6126210029670457e-15,2.5873345429874291e-13,-3.1506880360872754e-14,2.6064474651032972e-13,0,0
579,0.01150252461381732,0.023818862722036229,0,22203.735673012696,22203.735673012696,1.5707963267948966,10617501.259248205,0.016932142371681117,2.4517216289367335e-16,-4.6779013603811528e-14,1.8537004145840779e-14,5.0317955408069816e-14,0,0
580,0.011432159007266379,0.02461576260899449,0,22417.909914409262,22417.909914409262,1.5707963267948966,10130282.828981914,0.016155156183881979,2.2875063648507962e-16,-5.7004992578054357e-14,1.160936418106526e-14,5.8175136574937519e-14,0,0
581,0.0021949654916779029,0.01898300413210598,0,-42456.652232897875,42456.652232897875,-1.5707963267948966,15118969.229801666,0.024110808490753519,5.8021064806290491e-16,-9.2666409113239008e-14,-1.2037235270359782e-13,1.5190973199022353e-13,0,0
582,0.0028492276913992432,0.019440915719691889,0,-34329.698765814406,34329.698765814406,-1.5707963267948966,18282816.621669013,0.029156319027868645,6.9765063593776667e-16,-5.7302070202961402e-14,-1.4538130211274843e-13,1.562665999295542e-13,0,0
583,0.00212971362601171,0.019778245874231659,0,-48229.087877732774,48229.087877732774,-1.5707963267948966,16287177.779819092,0.025973796118984874,6.975666191814821e-16,-8.0723273786425224e-14,-1.8389650771566646e-13,2.0083369358953777e-13,0,0
584,0.011129095903402881,0.020171873490435359,0,25640.435347970237,25640.435347970237,1.5707963267948966,12660114.330173219,0.020189576911378834,3.4407720613077124e-16,-5.3956251484756027e-14,3.5154766560258204e-14,6.4398250645436686e-14,0,0
585,0.01105868309301883,0.02096877084552529,0,27293.187466598778,27293.187466598778,1.5707963267948966,11636251.394508889,0.018556782850661827,3.1028505096554949e-16,-5.4690088560656624e-14,3.6808138234642565e-14,6.5923021980739182e-14,0,0
586,0.010403759809763959,0.020509372695099708,0,34186.20813779554,34186.20813779554,1.5707963267948966,9649228.9119345583,0.015388000785166493,2.812898738481735e-16,-7.1839011770098355e-14,3.279874747816222e-14,7.8972156157981292e-14,0,0
587,0.0022629179466994581,0.018184198383241059,0,-39032.732871569067,39032.732871569067,-1.5707963267948966,14530524.772068603,0.023172393218376296,5.2129081609669256e-16,-1.0082712953261569e-13,-4.5895399653234278e-14,1.1078130600023165e-13,0,0
588,0.0035728768496643311,0.01910304625197469,0,-19312.883814368473,19312.883814368473,-1.5707963267948966,19320826.697590303,0.030811674083600776,6.8152583062035993e-16,-6.8827282264813238e-15,-1.0704055146629542e-13,1.0726160359629275e-13,0,0
589,0.0028733715552249038,0.026106664688337729,0,-93417.128207164118,93417.128207164118,-1.5707963267948966,23130008.480031185,0.036886324482509225,1.82442231901588e-15,7.8284634455277876e-14,-4.718564599255446e-14,9.1405520509054325e-14,0,0
590,0.0030469812888815301,0.025326028181646879,0,-85852.129858475542,85852.129858475542,-1.5707963267948966,24037061.229595322,0.038332836794515504,1.757780699377872e-15,9.7008389949085688e-14,-8.3904365240205764e-14,1.2825977634034654e-13,0,0
591,0.0032196330598956401,0.024545495940420641,0,-76298.649778177729,76298.649778177729,-1.5707963267948966,24777554.690791786,0.039513730528750422,1.6597461994524277e-15,1.1128358943119281e-13,-1.2051506411578651e-13,1.6403633120599358e-13,0,0
592,0.0038085623676392781,0.025085785815099189,0,-65504.50699260275,65504.50699260275,-1.5707963267948966,26228061.703411743,0.041826910499170498,1.6287894115758843e-15,1.9242660037523415e-13,-8.8552197945184372e-14,2.1182419194438859e-13,0,0
593,0.0086497678021034557,0.016740915593102632,0,41549.286499837079,41549.286499837079,1.5707963267948966,2804187.0574708935,0.0044719462079239438,1.9217385624036265e-16,-1.5369913552218375e-14,-1.636301207883608e-14,2.2449552487628825e-14,0,0
594,0.0079942652316576379,0.01628231193251066,0,39937.786265663664,39937.786265663664,1.5707963267948966,4217050.7933301963,0.0067250949802414783,1.956715930572201e-16,4.9543380594772938e-14,-8.5284358650718157e-15,5.0272067582934828e-14,0,0
595,0.0087186437526941794,0.015946157114502198,0,39428.340060897855,39428.340060897855,1.5707963267948966,3048296.0600842037,0.0048612363323642304,1.76862973863435e-16,-1.0289910378786036e-14,-2.2181721858661195e-14,2.4452219535626136e-14,0,0
596,0.0063391830977722156,0.02647000007585459,0,-5129.959101007973,5129.959101007973,-1.5707963267948966,22055140.52556527,0.035172190733768496,8.4050887164116953e-16,3.9408379607549767e-13,-1.9474847310722566e-14,3.9456470699626744e-13,0,0
597,0.0040494261743989381,0.02718868349273959,0,-64395.291217997808,64395.291217997808,-1.5707963267948966,26825737.305150203,0.042780047036065277,1.6684931760617437e-15,2.3349014208775136e-13,6.3496014968210142e-16,2.3349100545106659e-13,0,0
598,0.01279083049541813,0.01710610514374632,0,-5881.527753919755,5881.527753919755,-1.5707963267948966,15817602.4914538,0.025224946136047616,4.3449741186274572e-16,3.448142051669067e-14,9.6128506042475307e-15,3.5796302289320871e-14,0,0
599,0.012720200871534949,0.017902523595282931,0,-3029.0640653945748,3029.0640653945748,-1.5707963267948966,15692843.473439064,0.025025988075803765,4.2509661817984103e-16,3.9260403086261604e-14,2.0333466317384413e-14,4.4213449344921573e-14,0,0
600,0.01206554135362084,0.017443664209895141,0,6412.9041502239552,6412.9041502239552,1.5707963267948966,15924049.161437953,0.02539470078237677,4.4099275635201667e-16,-1.2801835736877987e-14,5.5846370833878623e-15,1.3966931287407311e-14,0,0
601,0.0027067328486036178,0.021034291071601291,0,-50050.208795032348,50050.208795032348,-1.5707963267948966,20803084.420846343,0.033175488147652255,1.004567774859713e-15,-2.387280095888677e-14,-2.2161810540095689e-13,2.229001912675991e-13,0,0
602,0.0020010975327828559,0.021352235371165582,0,-65368.296467236178,65368.296467236178,-1.5707963267948966,18724127.681457411,0.029860094945768911,1.0459755460887767e-15,-5.5975530213888876e-14,-2.4334698506599807e-13,2.4970185246296647e-13,0,0
603,0.01126984958681203,0.018578076053135151,0,20978.235498874321,20978.235498874321,1.5707963267948966,14316369.734906673,0.022830871848112274,3.9854081758352899e-16,-5.5223657370094739e-14,1.847845569415279e-14,5.8233200651951002e-14,0,0
604,0.0119951465520041,0.01824057586684814,0,9253.497103819589,9253.497103819589,1.5707963267948966,15642728.03126153,0.024946067030234723,4.303026371936031e-16,-9.6206719541668957e-15,1.8650793485542925e-14,2.0985934015193698e-14,0,0
605,0.011924796566117869,0.01903747360287537,0,12240.932685817896,12240.932685817896,1.5707963267948966,15132640.638325525,0.024132610817863755,4.0990982488927033e-16,-9.1119018233655016e-15,2.9183550675779203e-14,3.0572968205334989e-14,0,0
606,0.0052345048249032274,0.01603712245282115,0,8354.2160838653599,8354.2160838653599,1.5707963267948966,18009032.787343487,0.028719705294686676,5.6581294946179716e-16,1.3662618391411357e-13,5.770329760462551e-14,1.4831178201808907e-13,0,0
607,0.0045091755385582846,0.0163746094337168,0,-3102.8920718356644,3102.8920718356644,-1.5707963267948966,19045600.959909733,0.030372760891035886,6.2574111756486959e-16,7.8169793255383673e-14,6.3021692368412726e-14,1.0041040925406229e-13,0,0
608,0.0045791954529056968,0.015576946528761491,0,-6314.0271523661531,6314.0271523661531,-1.5707963267948966,19830517.622823764,0.031624498033500439,6.8142574346076217e-16,1.0361947892678793e-13,8.6842326917217987e-14,1.3519832157780662e-13,0,0
609,0.0080630486937717655,0.015487685312713179,0,37498.453046020979,37498.453046020979,1.5707963267948966,4755684.8005627142,0.0075840755891437937,1.8445022661552464e-16,6.0823504600037783e-14,-9.0944427365943871e-15,6.1499655287814521e-14,0,0
610,0.0096778774880111416,0.020846824233329519,0,39811.243943239308,39811.243943239308,1.5707963267948966,5655260.9070097413,0.0090186646074644876,2.1908163983230348e-16,-5.3101038937221494e-14,2.6321878264010876e-14,5.926686773870981e-14,0,0
611,0.01033319870440989,0.021306254664350571,0,34821.661588708201,34821.661588708201,1.5707963267948966,8452108.1324168835,0.013478905699612775,2.4850556495955641e-16,-6.5995338267987109e-14,3.3606757662457726e-14,7.4059427716457583e-14,0,0
612,0.0096074679770557399,0.021643719387393949,0,39258.899557154451,39258.899557154451,1.5707963267948966,4454589.2310213242,0.0071039067691479824,1.9365600312525742e-16,-3.8183940483604108e-14,2.5872177632899681e-14,4.6123561075915801e-14,0,0
613,0.002460862773148689,0.024787139807009369,0,-95033.765473926396,95033.765473926396,-1.5707963267948966,21641560.347866964,0.034512638332510878,1.7411706190109873e-15,3.0352480753253882e-14,-1.1227986410326001e-13,1.1631010691648076e-13,0,0
614,0.011784034685359549,0.02063128325520348,0,17567.606519835725,17567.606519835725,1.5707963267948966,13621392.657745574,0.021722564862483546,3.5149693201102437e-16,-1.4763578732115945e-14,3.7411240596355317e-14,4.0218952994052074e-14,0,0
